cohortId,cohortName,certainty,tp,fp,tn,fn,sensitivity,sensitivityLb,sensitivityUb,specificity,specificityLb,specificityUb,specificityOverall,specificityOverallLb,specificityOverallUb,ppv,ppvLb,ppvUb,auc,kappa,prevalence,prevalenceOverall
23955,Example cohort,all,680,149,8942,89,0.8842652795838751,0.8595175901383731,0.9060176133817529,0.983610163898361,0.9807846314912094,0.986119307887035,0.9974005129189274,0.996948697026141,0.9978007201673356,0.8202653799758746,0.7924008722358266,0.845830048397963,0.933937721741118,0.8379507665000282,0.0893,0.013967413
